kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p
MARK;1185;448;1210;0.4;0.8;0.3;0;0;5.2;229;none;21116300;3800000000;890;1020;4503000055808;121622757376;315869364224;856503549952;38605815808;32;96
NASA;17;8;25;0.5;0.0;0.0;0;0;0.2;100;none;190030;11004900352;14;17;187083309056;68098998272;-4068031744;15332360192;0;6;52
MDKI;181;180;210;0.0;0.0;0.0;0;0;0.5;367;none;533510;2530149888;192;184;457957113856;209733992448;47300001792;395839995904;12416000000;82;3
BELL;71;50;102;0.1;0.0;0.0;0;0;2.2;31;none;4915990;7229239808;65;71;513276018688;10783293440;20407029760;582496681984;179003080704;1;40
KIOS;50;50;66;-0.1;0.0;-0.2;0;0;116.3;0;none;4251750;1075859968;50;50;53792997376;2074967936;-1253056256;130732720128;0;0;0
GMFI;60;45;84;0.1;0.0;0.0;0;0;0.0;0;none;965460;28233500672;64;65;1694010048512;11294550;10055129;437032864;447322752;0;38
MTWI;163;67;200;0.2;0.0;0.2;0;0;1.4;113;none;581400;2924489984;121;160;476691857408;518023970816;97264467968;249002082304;4227442176;177;72
ZINC;15;7;50;0.2;0.0;-0.2;0;0;0.6;25;none;2668350;25250000896;24;15;378750009344;7401922560;40493555712;272957341696;1523371606016;0;18
MCAS;1195;795;7150;0.0;0.0;-0.0;20.036888;59;5.5;217;buy;94230;867932992;1675;1262;1037179944960;261881397248;62072852480;8240715792384;289043382272;300;6
PPRE;75;50;106;0.2;0.0;0.1;0;0;0.3;240;none;4576500;10116200448;73;76;758715056128;193091944448;-18527995904;3546762444800;1972632289280;19;44
WEGE;83;50;95;-0.0;0.2;0.0;0;0;0.3;269;strong_buy;12342670;9571999744;75;83;794475954176;335356755968;203138514944;3663025668096;260455956480;35;73
PSSI;428;398;540;0.1;1.3;0.1;0;0;14266.7;0;none;1013530;5237790208;459;431;2241774223360;92910688;28265114;85440168;29602332;0;21
MORA;412;406;494;0.0;0.0;0.0;0;0;1.5;276;none;56100;23646699520;446;430;9742440202240;1710159298560;2399413731328;3954970198016;5892079616000;72;6
DWGL;115;93;142;0.1;0.0;0.0;0;0;5.6;20;none;861400;9252819968;106;108;1064074280960;285004070912;153461145600;3521109819392;399753052160;30;44
PBID;530;321;540;0.1;0.7;0.2;0;0;1.5;349;none;1237060;7500000256;422;470;3975000096768;373866921984;570560675840;4837607997440;150380101632;49;95
JMAS;140;50;214;0.1;0.0;0.0;0;0;1.2;120;none;19754240;1000000000;81;144;140000002048;48723173376;-37895036928;70595411968;0;48;54
CAMP;276;170;434;0.1;1.2;0.1;0;0;1.7;161;none;1891270;5885000192;350;312;1624260083712;263972880384;147211616256;1105674502144;0;44;40
IPCM;270;246;288;0.1;0.8;0.1;0;0;1.1;239;none;766620;5276769792;271;270;1424727867392;423928070144;55775305728;1227046518784;10651881472;80;57
PCAR;50;50;84;-0.0;0.0;0.1;0;0;0.8;59;none;6240;1166669952;50;50;58333499392;8317353984;15889775616;263531626496;22375096320;7;0
LCKM;294;222;370;-5.3;0.0;-0.0;0;0;2.2;131;none;36930;1000000000;292;291;294000001024;0;29027909632;1611719296;0;0;48
BOSS;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
HELI;284;70;740;0.1;0.0;0.3;0;0;4.0;70;none;1086320;832862016;396;336;236532809728;4824930304;25735045120;128579477504;120614797312;5;31
JSKY;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
INPS;154;106;226;0.0;0.0;-0.2;0;0;6.7;22;none;9715860;650000000;133;132;100099997696;2207921920;-2184446720;269139935232;111073116160;3;40
GHON;1685;1500;2190;0.6;0.0;0.1;0;0;1.2;1390;none;2530;550000000;1773;1707;926750015488;111050219520;140574998528;214266724352;424748220416;201;26
TDPM;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
DFAM;52;50;86;0.0;0.0;-0.4;0;0;3.1;16;none;2709280;1899849984;51;51;98792202240;3627163648;7306827776;65028939776;147949682688;1;5
NICK;640;234;700;1.1;0.0;-0.1;0;0;2.4;269;none;76600;651150016;375;610;416736018432;156170928128;27478482944;-8757590016;0;239;87
BTPS;1050;1000;1825;0.3;0.6;0.1;4.848989;216;0.9;1168;hold;13360670;7703459840;1264;1218;8088632950784;3133865984000;1874093015040;3258179911680;53597999104;406;6
SPTO;625;486;660;0.1;0.5;0.1;8.054124;77;1.0;605;none;2445300;2700000000;551;592;1687499964416;354251309056;766163681280;2851799040000;313312215040;131;79
PRIM;61;50;117;-0.2;0.0;-0.0;0;0;0.2;284;none;11331390;3378319872;66;63;206077509632;20479959040;38530125824;285950083072;0;6;16
HEAL;1450;1060;1640;0.1;0.2;0.1;29.26337;49;4.9;294;buy;11021020;14890000384;1331;1434;21590500704256;672303022080;1311995985920;6580738195456;3025149100032;45;67
TRUK;103;50;123;-0.1;0.0;-0.1;0;0;0.9;112;none;731110;0;87;104;44805001216;1742136448;2269524224;50629513216;5566188544;4;72
PZZA;196;192;418;-0.0;0.0;-0.1;23.614458;8;0.5;358;hold;326220;3005489920;263;219;589076037632;61866012672;405465661440;3102439112704;652647923712;20;1
TUGU;1130;985;1305;0.3;0.7;0.1;0;0;0.4;2731;none;5742170;3555579904;1135;1178;4017805328384;7926561898496;920115478528;3892415823872;575402409984;2229;45
MSIN;1275;450;1680;0.2;0.0;0.1;0;0;13.5;94;none;5619220;60676198400;818;1434;77362150506496;567337025536;472552996864;2853652922368;270080999424;9;67
SWAT;32;8;59;-0.1;0.0;-0.0;0;0;0.5;63;none;161290;3019200000;33;22;96614400000;21983481856;7934867456;196095590400;391425949696;7;47
KPAL;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
TNCA;230;129;440;-0.0;0.0;-0.0;0;0;2.2;103;none;7989030;421640000;223;374;96977199104;1609616896;718030592;71478009856;531737856;3;32
MAPA;1085;680;1175;0.1;0.1;0.2;16.456848;65;4.5;239;buy;39173830;28504000512;896;914;30926841053184;1154954952704;2504746074112;16394272899072;2736497098752;41;81
TCPI;7125;6725;8750;0.2;0.4;0.1;0;0;18.1;393;none;9180710;5000000000;7524;7134;35625000501248;89311002624;342419996672;1949344989184;1345969979392;19;19
IPCC;715;600;745;0.4;1.3;0.2;0;0;1.0;691;none;2422030;1818380032;686;684;1300141703168;769312817152;350273470464;772866637824;425237020672;423;79
RISE;990;900;1120;0.2;0.0;0.0;0;0;5.3;188;none;791230;10945000448;983;989;10835550273536;336678486016;7193444352;298035773440;512270991360;30;40
BPTR;92;50;111;0.2;0.0;0.1;0;0;0.6;152;none;344480;3534000128;80;91;325128028160;38237904896;154878263296;501861711872;1289830006784;10;68
POLL;112;106;196;0.2;0.0;0.0;0;0;0.6;188;none;0;8318819840;125;112;931707813888;15971249152;13508199424;282062684160;938273734656;1;6
NFCX;1175;1000;6750;0.0;0.0;-0.4;0;0;2.7;429;none;104830;662412032;1913;1407;778334109696;252710076416;40722046976;6856348008448;200748351488;381;3
MGRO;670;500;845;-0.0;0.0;-0.1;0;0;6.0;111;none;7113890;3525289984;675;675;2361944178688;151115333632;451097853952;4748125143040;2229817573376;42;49
NUSA;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILM;3170;2040;6250;0.5;0.0;0.1;0;0;18.5;171;none;8553740;9727540224;4365;3692;30836302807040;582054969344;125738287104;381671178240;992889792;61;26
ANDI;7;3;50;-0.4;0.0;-0.4;0;0;0.4;19;none;2987640;9349999616;19;7;65449996288;8690074624;24550422528;154153353216;157285810176;3;8
LAND;18;9;50;0.3;0.0;-0.0;0;0;0.1;163;none;954840;2792620032;15;18;50267160576;8485506048;-43794939904;39449624576;113847189504;3;21
MOLI;240;208;448;0.0;0.3;0.0;0;0;0.6;430;none;196310;2724039936;281;240;653769572352;70866419712;56990478336;1414780813312;534849912832;25;13
PANI;17350;4100;17775;0.4;0.1;0.1;0;0;20.6;843;strong_buy;17910480;16883600384;6644;11057;292930459795456;2712245108736;-826506739712;2161767612416;1082421870592;173;96
DIGI;15;8;50;-0.0;0.0;0.0;0;0;0.0;-6;none;210000;1624999936;14;15;24374999040;2343801600;3267005952;52113211392;11335337984;1;16
CITY;135;50;157;0.1;0.0;0.0;0;0;0.8;159;none;52313650;5405190144;62;95;729700696064;49221963776;-1011531648;140477677568;36546088960;9;79
SAPX;3490;540;4230;-0.0;0.0;-0.0;0;0;16.4;213;none;4115180;833332992;1658;3101;2908332228608;56931143680;-36298801152;696625201152;94376624128;68;79
KPAS;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SURE;2310;1100;2670;-0.2;0.0;-0.4;0;0;0.0;-144;none;8400;1497580032;2113;2472;3459409772544;1895638144;-51563900928;338074566656;652053708800;1;77
HKMU;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
MPRO;2010;1090;2910;-9.4;0.0;-0.0;0;0;22.5;89;none;20010;9942500352;1658;1729;19984426205184;22231171072;-9536400384;5242122752;354388246528;2;50
DUCK;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
GOOD;442;350;460;0.1;0.5;0.2;0;0;4.6;95;none;247620;36879298560;401;395;16300649742336;1082657734656;1379395698688;11613378707456;2130274680832;29;83
SKRN;336;286;760;0.1;0.4;0.2;0;0;2.8;119;none;91360;7118000128;382;331;2391647977472;524623773696;764428288000;1145929072640;761342394368;73;10
YELO;16;8;50;0.0;0.0;0.0;0;0;0.1;151;none;415290;1912770048;24;16;30604320768;20964218880;4471608832;409883705344;0;10;19
CAKK;151;98;202;-0.1;0.0;-0.1;0;0;0.9;160;none;605890;1203299968;142;150;181698297856;720937088;-30648068096;216417468416;219299856384;0;50
SATU;206;93;224;0.2;0.0;-0.1;0;0;5.3;38;none;17346820;1375000064;154;187;283249999872;3979276288;7402027008;28701745152;138950443008;2;86
SOSS;1050;350;1050;0.0;0.0;0.1;0;0;3.2;330;none;212530;799414016;463;499;839384694784;111643262976;3020318720;1836335890432;186075955200;139;100
DEAL;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
POLA;13;8;50;-0.2;0.0;-0.0;0;0;0.2;70;none;520120;3351079936;22;13;43564040192;42768392192;-23823132672;20957159424;2105453440;12;11
DIVA;121;76;316;-0.0;0.0;-0.9;0;0;0.2;588;none;234530;1399990016;131;123;169398796288;126481080320;-45805371392;4161299283968;113242734592;90;18
LUCK;76;50;98;-0.0;0.0;-0.0;0;0;0.4;190;none;9630510;715750016;63;73;54397001728;27526594560;15298765824;106862895104;16788733952;38;54
URBN;147;111;224;-0.0;0.0;0.0;0;0;0.4;348;none;1554890;3119600128;132;143;458581213184;18765461504;-70228705280;232889597952;798795169792;6;31
SOTS;336;105;510;-0.4;0.0;-0.1;0;0;1.7;193;none;61630;1000000000;233;320;335999991808;9538572288;1140245120;22492964864;167821967360;9;57
ZONE;875;865;1300;-0.0;0.0;0.0;0;0;2.1;423;none;84250;870171008;1024;890;761399607296;3864791040;91113332736;738307211264;231765344256;4;2
PEHA;382;302;1000;-0.0;0.0;-0.1;0;0;0.5;827;none;54470;840000000;437;390;320879984640;50054303744;169776152576;806399377408;757435793408;60;11
FOOD;117;85;166;-0.3;0.0;-1.6;0;0;35.8;3;none;398830;650000000;118;119;76049997824;729972992;-22309898240;78419255296;7183412736;1;39
BEEF;142;133;324;0.0;0.0;0.3;0;0;5.2;27;none;1390410;7186059776;196;148;1020420489216;153921306624;-1659968384;1671662010368;653747617792;21;4
POLI;845;605;950;0.3;0.0;0.0;0;0;0.9;992;none;0;2010530048;749;808;1698897854464;114490941440;-12304435200;374185328640;1368155488256;42;69
CLAY;111;86;362;0.1;0.0;2.1;0;0;63.0;1;none;20;2569999872;234;141;285269983232;15854922752;45299695616;238499332096;354678800384;6;9
NATO;143;91;248;0.2;0.0;0.0;0;0;1.4;100;none;4324080;8001110016;158;148;1144158683136;140904792064;3482572032;16033822720;0;17;33
JAYA;99;77;133;0.2;0.2;0.0;0;0;0.6;156;none;2582330;798499008;105;109;79051399168;8091819520;19466684416;98753716224;32417054720;10;39
COCO;91;79;280;-0.0;0.0;-0.5;0;0;0.7;123;none;433670;889864000;135;95;80977625088;3769280256;-41566932992;152831967232;287918424064;4;5
MTPS;15;5;50;-25.3;0.0;-0.3;0;0;0.7;21;none;68630;2084850048;11;17;31272751104;3421356032;10069618688;2181740544;46197673984;1;22
CPRI;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
HRME;35;16;50;0.2;0.0;-0.1;0;0;0.4;94;none;399290;5958750208;33;35;208556261376;162046099456;-23192907776;117539463168;241863720960;27;55
POSA;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAST;54;30;58;0.1;0.0;0.1;0;0;0.8;70;none;149830;1082579968;49;55;58459316224;18894426112;23436087296;140744769536;31801706496;17;85
FITT;100;94;620;-0.5;0.0;-0.2;0;0;2.2;45;none;1237950;1304269952;314;101;130426994688;20582416384;-4232203264;13207277568;31498405888;15;1
BOLA;99;74;179;-0.5;0.0;-0.1;0;0;1.0;99;none;433760;6000000000;110;104;594000019456;352409583616;14415653888;327850852352;18769854464;58;23
CCSI;250;228;605;0.0;0.0;-0.1;0;0;0.8;332;none;177490;1200000000;361;273;299999985664;30893742080;83804217344;290523217920;134962028544;25;5
SFAN;1855;1730;1995;-1.5;0.0;-0.2;0;0;13.3;139;none;169850;1359929984;1833;1840;2522670170112;109753933824;-21698359296;4711553024;117655936;80;47
POLU;985;228;990;0.0;0.0;-0.0;0;0;6.1;162;none;181660;750000000;533;734;738749972480;37643517952;10652755968;129090019328;22423742464;50;99
KJEN;71;50;135;0.4;0.0;0.0;0;0;0.6;125;none;3288270;500000000;70;76;35499999232;256523024;2876820736;7813038592;2745988352;0;24
KAYU;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITIC;274;240;332;0.1;0.0;0.1;0;0;0.6;426;none;298790;940720000;271;268;257757282304;1021397184;19347320832;291425091584;145280434176;1;36
PAMG;52;50;98;0.3;0.0;0.0;0;0;0.4;135;none;3748610;3124999936;61;52;162500001792;2535083776;3657852928;52033159168;112850247680;0;4
IPTV;29;18;58;-0.1;0.0;-0.0;0;0;0.2;179;none;3398770;20807100416;39;31;1223741931520;46378999808;324847992832;1636666048512;746452025344;1;27
BLUE;354;310;384;0.1;0.0;0.2;0;0;0.5;667;none;92110;418000000;348;342;147971997696;602261568;6402845696;153273581568;5228916224;4;59
ENVY;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
EAST;115;95;158;0.4;0.0;0.1;0;0;1.0;113;none;2083410;4126409984;128;119;474537132032;14432929792;41208328192;103565197312;4076611072;3;31
LIFE;8575;4610;11600;0.1;3.8;0.0;0;0;2.4;3567;none;8220;2100000000;6373;7649;18007499735040;5645222805504;-757543993344;3534881030144;10348999680;2688;56
FUJI;189;181;312;0.4;0.0;0.0;0;0;1.5;127;none;356760;1300000000;219;190;245700001792;81154973696;-48368971776;9310995456;159434416;62;6
KOTA;10;5;50;-0.1;0.0;-0.0;0;0;0.1;120;none;2569890;10545999872;21;10;105459998720;786798272;98682568;29544542208;106184409088;0;11
INOV;103;50;186;0.2;0.0;-0.2;0;0;0.8;129;none;6577090;1808220032;108;94;186246660096;93140869120;15483121664;604221669376;646381109248;51;38
ARKA;13;6;50;0.0;0.0;0.0;0;0;0.2;57;none;532960;2000000000;23;15;25999998976;2537583360;-141744032;124384714752;213398962176;1;15
SMKL;183;176;238;0.0;0.0;0.0;0;0;0.7;273;none;177680;3418089984;188;182;625510449152;8533784064;88843001856;1671992049664;728482709504;2;11
HDIT;15;7;50;-34.1;0.0;-0.2;0;0;0.1;181;none;784150;1524679936;23;17;22870198272;32803064;-1655023360;279682154496;21859356672;0;18
KEEN;650;630;885;0.8;0.1;0.1;0;0;13829.8;0;buy;1036010;3666309888;733;686;2383101296640;2311247;1606060;46088788;107544392;0;7
BAPI;16;9;50;-2.5;0.0;-0.0;0;0;0.2;75;none;5033840;5591960064;41;17;89471361024;132930704;2760281856;1990306304;159408799744;0;17
TFAS;125;100;1050;-0.0;0.0;-0.0;0;0;1.2;104;none;1596790;1656819968;235;130;207102492672;2562895616;-9397716992;486274269184;66717380608;1;2
GGRP;585;398;675;-0.1;0.0;0.1;0;0;8357.1;0;none;506410;12111399936;501;627;7085168787456;347940864;-6561774;561529600;59967544;0;67
OPMS;69;50;138;-0.2;0.0;-0.1;0;0;0.7;102;none;3604450;801627008;66;86;55312265216;7043038208;-6722512896;43490394112;0;8;21
NZIA;76;50;131;-0.1;0.0;-0.0;0;0;1.9;39;none;4503240;2197540096;68;80;167013040128;10393877504;-8687156224;58041618432;64390107136;0;32
SLIS;56;50;85;-0.0;0.0;0.0;0;0;0.4;139;none;3752390;2463340032;56;56;137947037696;2844148736;-21881501696;506718617600;117426946048;1;17
PURE;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRRA;460;436;1045;0.1;0.0;0.0;0;0;1.5;304;none;885680;1507820032;493;481;693597241344;9814628352;-45975216128;805760204800;221299458048;6;3
DMMX;218;63;374;0.0;0.0;-0.3;0;0;2.6;85;strong_buy;27497600;7259440128;153;148;1582557954048;149248344064;62934917120;1321853648896;16495978496;20;49
SINI;5200;565;5225;0.0;0.0;0.0;0;0;0.0;-1472;none;49040;481000000;1434;3111;2501200052224;11206588416;16391895040;336015261696;1103801483264;23;99
WOWS;37;8;50;0.0;0.0;-0.0;0;0;0.2;208;none;535250;2475719936;34;39;91601641472;1284092544;36814077952;156947185664;90855768064;0;69
ESIP;29;15;50;0.0;0.0;0.0;0;0;0.3;86;none;116080;1109949952;31;31;32188549120;2207388672;1655064704;63265042432;1723770496;1;40
TEBE;655;620;820;0.2;1.1;0.1;0;0;0.8;827;none;965320;1284999936;721;667;841674981376;363570167808;167635894272;546278735872;45034000;282;17
KEJU;1710;1105;1900;0.2;0.6;0.2;0;0;3.7;466;none;69730;1500000000;1315;1580;2564999872512;228859756544;314020233216;1226428776448;0;153;76
PSGO;164;121;165;0.2;0.2;0.3;0;0;1.3;123;none;219740;18850000896;150;154;3091400228864;1300285882368;690749571072;2002780815360;1288329887744;68;97
AGAR;288;86;690;0.0;0.0;-0.0;0;0;2.7;106;none;262730;1000000000;233;339;287999983616;14047355904;-1479076352;306130616320;75078508544;14;33
IFSH;820;655;1400;0.2;0.3;0.2;0;0;2.2;380;none;25300;1923090048;865;943;1576933785600;209378869248;364982304768;1144952979456;97844510720;104;22
REAL;8;4;50;0.2;0.0;0.0;0;0;0.2;53;none;2425680;6633610240;7;9;53068881920;348961632;-7301481;8117567488;0;0;8
IFII;206;140;250;0.2;0.3;0.1;0;0;1.5;132;none;82710;9411999744;175;191;1938871943168;45198471168;282606993408;1174178627584;377551192064;4;59
PMJS;127;112;180;0.0;0.0;0.1;0;0;0.7;188;none;112340;13755599872;134;142;1746961170432;845921910784;591837986816;9691677589504;76744056832;61;22
UCID;855;740;1165;0.1;0.2;0.1;0;0;0.6;1382;buy;436920;4143310080;921;982;3542530129920;1888621035520;956113027072;9847573577728;264184004608;454;27
GLVA;352;240;950;0.0;0.0;0.2;0;0;1.5;231;none;55210;1500000000;370;344;527999991808;100155998208;1133368967168;2136248025088;410832011264;66;15
PGJO;91;75;99;-1.8;0.0;-0.7;0;0;13.6;6;none;863800;772459008;87;90;70293766144;402650528;-6026482688;10567587840;320886592;0;66
AMAR;214;197;350;0.3;0.3;0.1;0;0;1.2;181;none;585620;18013700096;239;217;3854931853312;1486107967488;556170018816;779812995072;10384000000;82;11
CSRA;685;400;785;0.3;0.0;0.2;0;0;1.2;561;none;911260;2050000000;539;641;1404249964544;157071523840;240340385792;932100243456;803299983360;76;74
INDO;104;88;127;1.9;0.0;0.0;0;0;0.4;232;none;1137560;4382900224;100;105;455821623296;282152992768;19747411968;27586908160;1378818816;64;41
AMOR;795;605;1500;0.4;0.9;0.4;15.527344;51;5.9;135;strong_buy;409380;2211320064;861;770;1757999398912;312920014848;107509997568;324308992000;13991999488;141;21
TRIN;130;100;252;-0.1;0.0;-0.2;0;0;0.9;149;none;1750630;4551459840;124;126;591689809920;19565895680;1891341952;208271540224;1121816412160;4;19
DMND;790;680;890;0.0;0.0;0.1;0;0;1.2;635;none;3010;9468359680;769;799;7480004313088;595694977024;118679003136;9638073335808;5429000192;62;52
PURA;15;6;50;0.1;0.0;0.0;0;0;0.2;79;none;1484230;6301929984;24;18;94528946176;5614703616;16450185216;249992380416;106116939776;0;20
PTPW;960;870;985;0.1;0.0;0.1;0;0;1.4;684;none;220710;878188032;925;942;843060477952;60821827584;63852257280;406424879104;32869242880;69;78
TAMA;15;6;30;0.1;0.0;-0.1;0;0;0.4;38;none;258280;1200000000;12;14;17999998976;960019456;7538217984;27399917568;133650694144;0;37
IKAN;32;13;55;0.0;0.0;0.0;0;0;0.4;88;none;203770;833332992;37;35;26666655744;1315825152;-682661120;127164030976;42539560960;1;45
AYLS;78;50;125;-1.6;0.0;-0.0;0;0;1.5;52;none;29200730;853422976;54;68;66566991872;300530336;-25375944;2312850944;0;0;37
DADA;8;4;50;-1.5;0.0;0.0;0;0;0.2;47;none;2512460;7431529984;6;8;59452239872;8890643456;11394604032;4805785088;98420776960;1;8
ASPI;197;128;458;-1.0;0.0;-0.0;0;0;2.2;87;none;2194470;683811008;235;319;134710771712;1230174592;2164104960;27340666880;22299367424;1;20
ESTA;98;62;138;0.1;0.0;0.2;0;0;1.3;77;none;734850;2425349888;95;103;237684293632;27025735680;9944846336;51184275456;115088547840;11;47
BESS;254;140;268;0.1;0.0;0.0;0;0;2.2;113;none;3257230;3440460032;182;191;873876815872;58703568896;19966806016;294875856896;42362798080;11;89
AMAN;112;76;146;0.3;0.1;0.1;0;0;0.6;189;none;3362640;3873499904;110;112;433832001536;31106846720;23980634112;197942083584;167731380224;8;51
CARE;130;56;342;-0.2;0.0;-0.0;0;0;1.4;91;none;44058780;33250000896;119;101;4322500018176;513127055360;-85842976768;317086498816;923395817472;15;25
SAMF;785;585;905;0.1;0.6;0.3;0;0;3.0;260;none;65440;5125000192;763;802;4023125278720;117957181440;-248483053568;4112401563648;1315534405632;23;62
SBAT;1;1;50;-1.0;0.0;-0.4;0;0;0.0;31;none;0;4752979968;1;1;4752979968;1666417024;-9499141120;35113271296;338000707584;0;0
KBAG;19;9;50;-3.0;0.0;-0.1;0;0;0.4;51;none;2741280;7150000128;26;21;135850000384;10438983680;10596901888;22507395072;18152632320;1;24
CBMF;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
RONY;400;125;462;0.2;0.0;0.0;0;0;103.4;3;none;0;1250000000;253;279;499999997952;146403712;-606451776;4166692352;1754675328;0;81
CSMI;2780;2520;3190;-3.8;0.0;-0.1;0;0;225.2;12;none;0;816062016;2840;2818;2268652371968;876262720;535520192;3074052352;10921931776;1;38
BBSS;216;60;248;-0.9;0.0;-0.0;0;0;4.2;51;none;1284940;4800019968;139;197;1036804292608;303777888;-911385536;518055552;0;0;82
BHAT;480;294;680;0.0;0.0;0.0;0;0;4.4;109;none;753790;5000000000;432;516;2399999885312;278179381248;69295382528;375068065792;248832344064;55;48
CASH;73;68;161;-0.4;0.0;-0.3;0;0;0.9;81;none;251710;1431129984;86;74;104472485888;27241367552;-26680320000;149145026560;13224610816;19;5
TECH;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
EPAC;8;4;13;-0.1;0.0;-0.3;0;0;0.3;24;none;1201090;3303399936;8;10;26427199488;2500109824;16829728768;125187284992;127582740480;0;44
UANG;735;432;1125;-1.4;0.0;0.2;0;0;2.7;267;none;27150;1210000000;604;775;889349996544;172322668544;-169671753728;397918896128;429153386496;142;43
PGUN;424;310;480;0.1;0.0;0.0;0;0;1.5;286;none;47140;5737849856;384;426;2432848363520;3050987008;222613356544;641489764352;606198169600;0;67
SOFA;19;13;21;0.0;0.0;0.0;0;0;0.7;27;none;1087130;1653570048;17;18;31417831424;4826944000;3251399936;49262542848;1439423872;2;75
PPGL;106;85;112;0.1;0.0;0.1;0;0;1.0;101;none;228190;771177984;97;106;81744863232;12481277952;39008485376;187614560256;35620433920;16;77
TOYS;8;4;50;0.4;0.0;-0.1;0;0;0.0;172;none;0;1435000064;25;8;11480000512;992732352;-1361123840;60435431424;100490944512;0;8
SGER;424;390;781;0.1;0.4;0.3;0;0;4.6;93;none;1975830;15586899968;523;454;6608845799424;311444406272;-375894343680;13782979969024;707572858880;19;8
TRJA;197;166;322;0.3;0.0;0.1;0;0;0.8;238;none;360270;1510200064;200;197;297509421056;18958299136;388238376960;608083836928;418150416384;12;19
PNGO;1850;1265;2600;0.2;0.0;0.3;0;0;1.6;1156;none;11790;781249984;1603;1911;1445312462848;31003289600;240018145280;1905886756864;516358537216;39;43
SCNP;175;102;246;-0.0;0.0;0.1;0;0;1.2;145;none;853680;2500000000;159;178;437499985920;129733353472;51522265088;294693732352;0;51;50
BBSI;4260;3290;4730;0.5;0.0;0.0;0;0;4.8;884;none;2400;3674720000;4229;4230;15654307495936;1150653038592;0;348480503808;0;308;67
KMDS;705;402;900;0.2;0.0;0.3;0;0;2.6;272;none;354280;800000000;508;652;563999997952;56002060288;41270857728;362913988608;591142720;70;60
PURI;222;120;760;-0.5;0.0;-0.0;0;0;2.4;93;none;630090;1000000000;174;188;222000005120;8940172288;-43256872960;66002665472;90041507840;8;15
SOHO;695;458;840;0.1;0.9;0.2;0;0;3.4;206;none;16790;12691699712;585;671;8820731412480;732014968832;384911998976;9119838765056;14184999936;57;62
HOMI;366;101;366;0.3;0.0;0.0;0;0;4.3;85;none;6111520;1575000064;184;234;576450002944;7190383104;15742161920;38410092544;15310201856;4;100
ROCK;278;278;380;0.4;0.0;0.0;0;0;0.5;564;none;50;1435190016;333;280;398982840320;20173336576;54709047296;116867088384;100417314816;14;0
ENZO;40;19;75;0.1;0.0;0.0;0;0;0.6;71;none;24510;2162550016;39;39;86501998592;22458314752;-49297072128;584285618176;233621127168;10;37
PLAN;24;16;30;0.1;0.0;-0.0;0;0;0.4;66;none;1126370;896710016;22;23;21521039360;281540800;819060544;13177024512;23846645760;0;57
PTDU;20;8;59;-18.9;0.0;-1.3;0;0;1.0;21;none;135460;1500000000;25;22;30000001024;247390880;3844812288;91888377856;111801376768;0;23
ATAP;27;26;67;0.2;0.0;-0.0;0;0;0.4;63;none;286670;1250000000;46;34;33749999616;10551727104;99171728;20676581376;26750476288;8;2
VICI;635;575;705;0.2;0.4;0.2;0;0;4.4;144;none;212510;6707999744;637;637;4259579953152;21668495360;221528391680;1405991256064;68531286016;3;46
PMMP;132;120;530;-1.3;0.0;-0.2;0;0;4714.3;0;buy;29853030;2588300032;241;169;341655617536;1173617;-26953532;147638672;200135472;0;2
WIFI;378;128;462;0.5;0.0;0.2;0;0;1.0;395;none;133044230;2359360000;204;302;891838070784;53396938752;275107446784;527815704576;721271914496;22;74
FAPA;5300;5100;5375;0.2;0.0;0.1;0;0;4.8;1096;none;7330;3611409920;5298;5294;19140473520128;978441601024;1592597807104;5610534338560;3386286276608;272;72
