kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
BOGA;1115.0;1050.0;1265.0;-0.0315;0.0;0.01831;0.0;0.0;8.657841;128.785;none;122792300.0;3803529984.0;1187.25;1123.8;4240936009728.0;393169862656.0;15530174464.0;900254007296.0;268056182784.0;103.37;30.232558139534884;2024-03-07 18:46:58
BOLA;130.0;120.0;244.0;-0.12218001;0.0;-0.01594;0.0;0.0;1.1634672;111.735;none;920690.0;6000000000.0;174.995;150.72;779999969280.0;400599351296.0;27006908416.0;333406339072.0;12177893376.0;66.767;8.064516129032258;2024-03-07 18:46:58
BOLT;815.0;550.0;1060.0;0.15311;0.3662;0.15841;0.0;0.0;2.3077815;353.153;none;307160.0;2343749888.0;814.425;751.0;1910156165120.0;11588012032.0;79615172608.0;1513882255360.0;289445281792.0;4.944;51.96078431372549;2024-03-07 18:46:58
BOSS;50.0;50.0;72.0;-2.4944901;0.0;0.0;0.0;0.0;0.0;-119.099;none;0.0;1400000000.0;50.435;50.0;70000001024.0;958252480.0;-169472180224.0;195747168256.0;170361602048.0;0.684;0.0;2024-03-07 18:46:58
BPFI;344.0;292.0;500.0;0.33053002;0.1627;0.06367;0.0;0.0;0.88916004;386.882;none;25490.0;2673999872.0;412.8;382.76;919855955968.0;18765600768.0;-450555478016.0;238638759936.0;601852018688.0;7.018;25.0;2024-03-07 18:46:58
BPII;10400.0;10200.0;10850.0;0.21402;2.6795;0.08701;0.0;0.0;3.5072725;2965.267;none;9030.0;494208000.0;10444.25;10344.0;5139763036160.0;605005873152.0;425697509376.0;853106884608.0;803578511360.0;1224.194;30.76923076923077;2024-03-07 18:46:58
BPTR;62.0;50.0;187.0;0.24757999;0.0;0.0887;0.0;0.0;0.4365859;142.011;none;5977670.0;3534000128.0;98.76;78.18;219108016128.0;49589858304.0;226489466880.0;420822089728.0;803408707584.0;14.032;8.75912408759124;2024-03-07 18:46:58
BRAM;5750.0;5625.0;8200.0;0.06348;0.78029996;0.09417;0.0;0.0;12130.802;0.474;none;1240.0;450056992.0;6490.375;5874.0;2587827634176.0;34774676.0;73235344.0;271608928.0;6701891.0;0.077;4.854368932038835;2024-03-07 18:46:58
BREN;6250.0;975.0;8200.0;0.0;0.0;0.0;0.0;0.0;3124999.8;0.002;none;13280910.0;133786001408.0;5570.1904;5837.6;836162486796288.0;271407008.0;0.0;0.0;2075396992.0;0.002;73.01038062283737;2024-03-07 18:46:58
BRIS;2480.0;1450.0;2550.0;0.40977;0.0747;0.1579;14.615747;169.68;2.9531016;839.795;buy;27601310.0;46129299456.0;1766.275;2142.6;114400665010176.0;22914453733376.0;636789981184.0;17840562241536.0;12023248191488.0;496.744;93.63636363636364;2024-03-07 18:46:58
BRMS;162.0;114.0;226.0;0.28789;0.0;0.01869;0.0;0.0;20250.0;0.008;hold;175523260.0;25570199552.0;172.885;157.7;22969009045504.0;9711406.0;11144908.0;36069868.0;62172376.0;0.0;42.857142857142854;2024-03-07 18:46:58
BRNA;965.0;800.0;1100.0;-0.01643;0.0;-0.16490999;0.0;0.0;1.5909207;606.567;none;60.0;979110016.0;949.1;954.9;944841162752.0;50431090688.0;113332436992.0;1004513067008.0;768511508480.0;51.507;55.0;2024-03-07 18:46:58
BRPT;1020.0;710.0;1950.0;0.1058;0.375;0.02182;inf;0.0;59999.996;0.017;hold;76169880.0;93561798656.0;1051.575;1104.1;95433032466432.0;1806157952.0;66719000.0;2696792064.0;4327389184.0;0.019;25.0;2024-03-07 18:46:58
BSBK;54.0;50.0;64.0;0.3159;0.0;0.01282;0.0;0.0;0.81362057;66.37;none;11277860.0;25091899392.0;51.59;55.86;1354962567168.0;13217284096.0;78568210432.0;319507759104.0;421317050368.0;0.527;28.57142857142857;2024-03-07 18:46:58
BSDE;1020.0;935.0;1235.0;0.33056998;0.0;0.09405;8.113913;125.71;0.5918842;1723.31;buy;8881020.0;20913399808.0;1075.225;1049.9;21331668107264.0;13852389408768.0;723138576384.0;10398231166976.0;15166098898944.0;662.369;28.333333333333332;2024-03-07 18:46:58
BSIM;910.0;755.0;1050.0;0.0274;0.0;0.0354;0.0;0.0;2.3810084;382.191;none;67150.0;19716200448.0;885.075;885.6;17941741436928.0;7734244147200.0;2282564091904.0;2908121989120.0;630432989184.0;392.279;52.54237288135593;2024-03-07 18:46:58
BSML;160.0;107.0;334.0;0.07271;0.0;0.15749;0.0;0.0;2.5133522;63.66;none;16101730.0;1850230016.0;175.92;186.86;296036794368.0;3857826816.0;40368328704.0;365327351808.0;100206960640.0;2.085;23.348017621145374;2024-03-07 18:46:58
BSSR;3690.0;3130.0;4480.0;0.07572;1.2879;0.67024004;0.0;0.0;42906.977;0.086;none;320790.0;2616499968.0;3803.4;3728.0;9654885154816.0;86879912.0;182887504.0;1162150272.0;6230887.0;0.033;41.48148148148148;2024-03-07 18:46:58
BSWD;1800.0;1187.5;1900.0;0.42571998;0.0;0.0141900005;0.0;0.0;1.8010303;999.428;none;290.0;3688869888.0;1265.825;1500.5;6639965962240.0;1240041783296.0;-1364612874240.0;117116649472.0;393572288.0;336.158;85.96491228070175;2024-03-07 18:46:58
BTEK;50.0;50.0;50.0;-0.13462;0.0;-0.08603;0.0;0.0;2.0688515;24.168;none;110.0;46277500928.0;50.0;50.0;2313875095552.0;20267356160.0;239910518784.0;159566905344.0;2609348083712.0;0.438;0.0;2024-03-07 18:46:58
BTEL;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;1833194881024.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
BTON;394.0;358.0;474.0;0.07932;0.0;0.09849;0.0;0.0;1.1459185;343.829;none;1540.0;720000000.0;420.73;407.08;283680014336.0;273437016064.0;3990753280.0;145857003520.0;0.0;379.774;31.03448275862069;2024-03-07 18:46:58
BTPN;2590.0;2380.0;2810.0;0.15582;0.26229998;0.066479996;5.717187;453.02;0.539671;4799.22;hold;76390.0;7973760000.0;2658.9;2607.6;20652037767168.0;15329383153664.0;-8087323803648.0;11067586510848.0;36061581410304.0;1902.66;48.83720930232558;2024-03-07 18:46:58
BTPS;1350.0;1325.0;2350.0;0.156;0.6607;0.12576;5.7882776;233.23;1.1852242;1139.025;hold;17682780.0;7703079936.0;1832.025;1559.2;10399158108160.0;3597272088576.0;1762381004800.0;3424173948928.0;53791997952.0;466.991;2.4390243902439024;2024-03-07 18:46:58
BUAH;1860.0;1030.0;2200.0;0.03447;0.0;0.20708999;0.0;0.0;11.283327;164.845;none;174560.0;1000000000.0;1728.6;2024.8;1860000022528.0;152460902400.0;14989024256.0;1781498773504.0;2972775424.0;152.461;70.94017094017094;2024-03-07 18:46:58
BUDI;252.0;200.0;294.0;0.04022;0.3719;0.06959;0.0;0.0;0.82895553;303.997;none;1006030.0;4498999808.0;250.46;270.56;1133747896320.0;130374000640.0;87376003072.0;4112170090496.0;1274944946176.0;28.978;55.319148936170215;2024-03-07 18:46:58
BUKA;155.0;150.0;268.0;-0.119449995;0.0;-0.09137;28.703703;5.4;0.6192965;250.284;buy;203748950.0;103099998208.0;209.575;185.56;15980499566592.0;23342497136640.0;-79879045120.0;4367786704896.0;46226194432.0;226.425;4.237288135593221;2024-03-07 18:46:58
BUKK;1005.0;875.0;1600.0;0.05066;0.0;0.1616;0.0;0.0;0.615896;1631.769;none;5890.0;2640450048.0;1110.5;1043.7;2653652254720.0;356379000832.0;1188971413504.0;5666266152960.0;2002184306688.0;134.969;17.93103448275862;2024-03-07 18:46:58
BULL;104.0;56.0;189.0;0.32367;0.0;-0.15847;0.0;0.0;10400.0;0.01;hold;111904330.0;14117799936.0;107.395;144.12;1468251242496.0;4375509.0;15933073.0;129397736.0;155867600.0;0.0;36.090225563909776;2024-03-07 18:46:58
BUMI;92.0;84.0;186.0;-0.16528;0.0;0.12354;0.0;0.0;22999.998;0.004;none;584607370.0;371321012224.0;113.215;89.84;34161532338176.0;60229192.0;-837989376.0;1609998464.0;217598544.0;0.0;7.8431372549019605;2024-03-07 18:46:58
BUVA;53.0;34.0;72.0;0.00636;0.0;0.06497;0.0;0.0;1.1379251;46.576;none;1178920.0;20590499840.0;53.75;56.9;1091296493568.0;32324247552.0;13786178560.0;356933107712.0;738557558784.0;1.668;50.0;2024-03-07 18:46:58
BVIC;89.0;84.0;135.0;0.44294;0.0;0.062230002;0.0;0.0;0.3681687;241.737;none;7873610.0;15690000384.0;96.22;90.84;1396410023936.0;759385489408.0;-1471870533632.0;791943118848.0;2338728706048.0;47.916;9.803921568627452;2024-03-07 18:46:58
BWPT;57.0;50.0;70.0;0.16295;0.0;0.0635;0.0;0.0;0.8317283;68.532;none;94431130.0;31122399232.0;55.525;52.32;1773976813568.0;52541001728.0;560188030976.0;4353402077184.0;5596481847296.0;1.688;35.0;2024-03-07 18:46:58
BYAN;19325.0;13200.0;23800.0;0.52337;1.0744001;0.66886;0.0;0.0;311693.56;0.062;none;75790.0;33333299200.0;18509.0;19646.5;644166040158208.0;1219201792.0;1206071808.0;4112585216.0;0.0;0.037;57.783018867924525;2024-03-07 18:46:58
CAKK;126.0;107.0;234.0;-0.15461001;0.0;-0.05761;0.0;0.0;0.7003774;179.903;none;309930.0;1203299968.0;171.63;151.12;151615799296.0;513319488.0;-56198045696.0;208068263936.0;192698875904.0;0.427;14.960629921259843;2024-03-07 18:46:58
CAMP;342.0;292.0;434.0;0.16806;0.91410005;0.13865;0.0;0.0;2.1503754;159.042;none;1202330.0;5885000192.0;352.39;354.16;2012670066688.0;503259594752.0;207914401792.0;1143601102848.0;0.0;85.516;35.21126760563381;2024-03-07 18:46:58
CANI;50.0;50.0;120.0;-0.49068;0.0;0.0;0.0;0.0;0.0;-0.036;none;200.0;833440000.0;76.1;50.0;41671999488.0;325857.0;-76571.0;3359032.0;918608.0;0.0;0.0;2024-03-07 18:46:58
CARE;147.0;110.0;545.0;-0.42828;0.0;-0.03295;0.0;0.0;1.5691215;93.683;none;8589970.0;33250000896.0;355.18;164.68;4887750377472.0;766727618560.0;-70589480960.0;213825404928.0;955585462272.0;23.059;8.505747126436782;2024-03-07 18:46:58
CARS;99.0;72.0;122.0;0.04504;0.0;0.25402;0.0;0.0;2.7261462;36.315;none;11290120.0;15000000512.0;100.44;99.5;1485000015872.0;386589884416.0;533795995648.0;6117112414208.0;2006229581824.0;25.773;54.0;2024-03-07 18:46:58
CASA;680.0;432.0;770.0;0.16462;0.0;0.0034;0.0;0.0;4.9362283;137.757;none;2944320.0;54476300288.0;646.99;693.36;37043883212800.0;19045327831040.0;-2312103002112.0;9124260610048.0;2033841995776.0;349.608;73.37278106508876;2024-03-07 18:46:58
CASH;97.0;58.0;161.0;-0.00979;0.0;-0.04413;0.0;0.0;0.8979652;108.022;none;1165830.0;1431129984.0;99.295;112.44;138819600384.0;29775806464.0;-4728459776.0;187645919232.0;24210190336.0;20.806;37.86407766990291;2024-03-07 18:46:58
CASS;905.0;398.0;950.0;0.24433;0.0;0.48127;0.0;0.0;2.8857038;313.615;none;637080.0;2086950016.0;683.345;850.8;1888689717248.0;277096988672.0;368462004224.0;2094172995584.0;75552997376.0;132.776;91.84782608695653;2024-03-07 18:46:58
CBMF;50.0;50.0;50.0;-1.14109;0.0;-0.023629999;0.0;0.0;0.3818397;130.945;none;0.0;1875000064.0;50.0;50.0;93750001664.0;87256424.0;180660144.0;19417268224.0;71999995904.0;0.047;0.0;2024-03-07 18:46:58
CBPE;128.0;109.0;158.0;0.53991;0.0;0.15513;0.0;0.0;0.8760403;146.112;none;146730.0;1356249984.0;129.835;128.28;173599997952.0;77430833152.0;36197720064.0;66202353664.0;30810122240.0;57.092;38.775510204081634;2024-03-07 18:46:58
CBRE;50.0;50.0;70.0;0.18475;0.0;0.06554;0.0;0.0;1.2889919;38.79;none;46570.0;4538039808.0;50.075;50.0;226901983232.0;52216623104.0;11731189760.0;44297146368.0;25178875904.0;11.507;0.0;2024-03-07 18:46:58
CBUT;1770.0;1360.0;4000.0;0.03641;0.0;0.33843;0.0;0.0;6.280805;281.811;none;34240.0;3124999936.0;2340.025;1734.5;5531249934336.0;358436995072.0;-223395004416.0;10033474568192.0;1390822948864.0;114.7;15.530303030303031;2024-03-07 18:46:58
CCSI;390.0;378.0;800.0;-0.061189998;0.0;0.01302;0.0;0.0;1.1315696;344.654;none;38790.0;1200000000.0;537.585;444.28;468000014336.0;31529172992.0;15572602880.0;410771816448.0;207066120192.0;26.274;2.843601895734597;2024-03-07 18:46:58
CEKA;1880.0;1810.0;2150.0;0.03444;0.295;0.13107;0.0;0.0;0.6936491;2710.304;none;22140.0;595000000.0;1899.575;1870.3;1118600036352.0;455304773632.0;500627439616.0;5918400970752.0;0.0;765.218;20.58823529411765;2024-03-07 18:46:58
CENT;52.0;50.0;106.0;0.3341;0.0;0.0;0.0;0.0;0.0;-62.049;none;1725770.0;31183499264.0;66.72;54.32;1621541912576.0;159490998272.0;2408419950592.0;2431174049792.0;18667114856448.0;5.115;3.571428571428571;2024-03-07 18:46:58
